Código interno;Código de barras;Nome;Preço regular;Promocao;Data termino promocao;estoque;ativo
9488;;Abs Sempre Livre Noturno 8Un Com Abas;22,295247042902;;;486;False
9490;;Abs Sempre Livre Tri Protect 8Un Com Aba;8,1739350930591;;;955;False
9513;;Abs Sempre Livre Tri Protect 8Un S/ Abas;52,2090282966245;;;802;False
9514;;Abs Sym Sv S/ Abas 8Un;57,3208049834394;;;92;False
9509;7891010245597;Absorvente Interno ProComfort O.B. Mini Caixa 8 Unidades;7,69619869118475;;;742;False
9536;;Absorvente Wil Babys C/12Un P/Seios;54,317126408662;;;877;False
15071;7896007550807;Absorvente com Abas Extra Suave Dia & Noite Ultrafino Intimus Pacote 14 Unidades;55,3425504041097;;;252;False
11566;7896007547654;Absorvente com Abas Extra Suave Intimus Tripla Proteção Pacote Leve 9 Pague 8 Unidades;14,0653139698302;;;942;False
13486;7896064442565;Absorvente com Abas Naturalmente Gel Mais Pacote Leve 8 Pague 7 Unidades;32,8584712672311;;;941;False
10479;7590002012383;Absorvente com Abas Noturno Ultrafino Seca Always Pacote 8 Unidades;59,5328773317979;;;809;False
14722;7891010607135;Absorvente com Abas SEMPRE LIVRE Suave Maxi Noturno com 16 Unidades;25,4614644282246;;;101;False
13501;7506339394535;Absorvente com Abas Seca Always Noites Tranquilas Pacote Leve 8 Pague 7 Unidades;7,16983249165822;;;733;False
12683;7501065922724;Absorvente com Abas Seca Maxi Proteção Always Pacote 8 Unidades;13,6857355920799;;;81;False
14723;7891010704773;Absorvente com Abas Seca Sempre Livre Adapt Plus Pacote 32 Unidades Leve Mais Pague Menos;19,6697285853287;;;266;False
13264;7500435127233;Absorvente com Abas Seca Super Proteção Always Pacote 16 Unidades  Leve Mais Pague Menos;38,6893106950449;;;422;False
12260;7500435127226;Absorvente com Abas Seca Super Proteção Always Pacote 8 Unidades;10,1424627684181;;;262;False
12627;7500435127240;Absorvente com Abas Suave Super Proteção Always Pacote 8 Unidades;7,18763760268367;;;205;False
11411;7891010046927;Absorvente para Seios Johnson's Caixa 24 Unidades;0,127525330496925;;;810;False
9496;7500435127264;Absorvente sem Abas Dia Seca Always Super Proteção Pacote 8 Unidades;3,36097913965031;;;374;False
11945;7501001156190;Absorvente sem Abas Suave Super Proteção Always Pacote 8 Unidades;9,04501106151473;;;598;False
5360;;Acafrao Cordeiro 20G;11,7091834723542;;;929;False
14338;7898936093349;Açafrao Semeador 30G;1,53568497037057;;;329;False
11242;11242;Acai Ener-Gy 180G Guarana;0,16533903019029;;;323;False
11243;;Acai Saint Luiger 180G Banana;6,68325714844669;;;283;False
11238;;Acai Saint Luiger 1Kg Com Banana;3,17867733804587;;;986;False
11239;;Acai Saint Luiger 2Lt Banana;43,434744577563;;;616;False
11240;;Acai Saint Luiger 2Lt Guarana;12,5281523943841;;;668;False
11416;7896756361129;Acai Saint Luiger 2Lt Morango;1,58474863143115;;;13;False
11241;;Acai Saint Luiger Guarana 1Kg;1,69713975065362;;;78;False
77;7898960166026;Acelga Un;45,3078032731516;;;190;False
8;;Acem Bovino Kg;1,50341389591881;;;735;False
12656;7899701877089;Acendedor Automatico Catuai;74,992624542166;;;54;False
15273;7896007939039;Acendedor Fiat Lux Churrasco com 5 unidades;30,2345883776137;;;482;False
524;;Acerola Kg;18,1834510919422;;;844;False
9306;;Acetona Beira Alta 450Ml;0;;;617;False
9309;7896902209152;Acetona Popy Max Blue 80Ml;67,5641786725601;;;718;False
9313;;Acetona Zulu 90Ml Seduction;11,1287479065785;;;362;False
6987;;Achoc Da Barra 400G;30,678002263274;;;311;False
6990;;Achoc Em Po Muky 400G Morango;1,853078657351;;;948;False
6629;;Achoc Italac 400G Morango;51,4518578331012;;;73;False
11541;;Achoc Leco 1L Chocolate Tp;4,82360875562711;;;436;False
6993;;Achoc Nescau 2.0 200G;13,2623515441622;;;69;False
6992;;Achoc Nescau 2.0 400G;42,2160423491429;;;142;False
6994;;Achoc Nescau 2.0 800G;41,0225086131131;;;201;False
13368;;Achoc Nescau Light 400G;3,45657146704795;;;776;False
13059;7891000009437;Achoc Nescau Trad 400G;49,0726555598468;;;345;False
6997;;Achoc Nesquik 380G;22,2447882969964;;;623;False
6998;;Achoc Ovomaltine 190G Flocos Croc;49,6948243475681;;;746;False
13042;7891000253069;Achoc. Po Nescau 2.0 Actgen-E Sache 98G;39,0075834588167;;;940;False
7003;;Achoc Po Palate 400G Sc;13,375748291854;;;835;False
12326;;Achoc Po Sache 200G Cesta Basica;30,4261044178487;;;590;False
7004;;Achoc Toddy 200G;8,17929497313788;;;496;False
7010;;Achoc Toddy 800G;69,512101518405;;;3;False
13865;7898080640772;Achocolatado Em Po Italac 200G - Un;81,8612355232347;;;489;False
10706;7898080640673;Achocolatado Italac 400g Sachê;42,8015750403303;;;733;False
14308;7891008109368;Achocolatado em Pó Garoto Pacote 600g;1,12422300445486;;;295;False
15766;7898080640833;Achocolatado em Pó Italac 400g;5,67175672707256;;;196;False
14282;7896001215108;Achocolatado em Pó Linea Pote 210g;1,94599966215308;;;676;False
14097;7896072005080;Achocolatado em Pó Muky Pacote 400g;45,152482479241;;;513;False
15139;7894321711553;Achocolatado em Pó Original Toddy Caixa 2kg + Econômica;37,7168261954146;;;252;False
7009;7894321241623;Achocolatado em Pó Original Toddy Pote 400g;2,721138801833;;;173;False
13236;7898080640956;Achocolatado em pó ITALAC 700g;9,28992735721862;;;300;False
13479;7898591454561;Acido Tubes Fini 17G Morango/ Laranja;77,2107620772724;;;606;False
14923;7898591457845;Acido Tubes Fini 17G Twister  Frut Silvestre;6,45894978875305;;;956;False
11633;;Activia Cafe Da Manha 170G Maca/Mamao/Sl;38,7799900941507;;;41;False
11634;;Activia Cafe Da Manha 170G Mora/Maca/Ban;13,5035913479997;;;251;False
5000;;Acucar Alto Alegre 1Kg;46,5131906110675;;;341;False
11157;7896508200027;Açúcar Cristal ALTO ALEGRE Pacote 2Kg;7,59848044687098;;;643;False
11158;7896508200010;Açúcar Cristal Alto Alegre 5kg;76,5815211003638;;;610;False
5002;;Acucar Dabarra 1Kg Ref;2,09636867861566;;;285;False
14234;7896508200119;Açúcar Demerara ALTO ALEGRE Pacote 1Kg;46,6522400171365;;;918;False
15485;7891910020065;Açúcar Demerara UNIAO 1Kg;26,3245756607732;;;275;False
10415;7895000319015;Acucar Qualita 1Kg Refinado;18,9264949872375;;;95;False
5001;;Acucar Refinado 1Kg Cesta Basica;13,5008315099696;;;737;False
15167;7896894900013;Açúcar Refinado Caravelas Pacote 1kg;62,5877670080767;;;576;False
5007;7891910000197;Açúcar Refinado União 1Kg;38,4836298458796;;;773;False
5018;;Acucar Solito 1Kg Cristal;2,32946519960363;;;925;False
5006;;Acucar Solito 1Kg Extra Fino;5,41745160091903;;;53;False
5019;;Acucar Solito 2Kg Cristal;15,686899206556;;;131;False
5020;;Acucar Solito 5Kg Cristal;19,8368137948568;;;0;False
5021;;Acucar Uniao 1Kg Cristal;23,6026214847246;;;477;False
5025;;Acucar Uniao 1Kg Docucar;9,09477907653867;;;281;False
13370;;Acucar Uniao 1Kg Refinado;11,2678321982419;;;855;False
5029;5029;Acucar Uniao 500G Light/Fit;12,1279275687694;;;488;False
5022;;Acucar Uniao 5Kg Cristalcucar;14,1565810859134;;;431;False
5030;;Acucar Yoki Mais Vita 1Kg Mascavo;78,1677284278343;;;832;False
12732;;Adaptador 2P Use Util Modelo Novo;19,6232147682988;;;561;False
13020;7896771211386;Adaptador Ch P/2P;4,02552827887128;;;770;False
12733;7896771260735;Adaptador Lr 3/4 Use Util;69,343666191398;;;997;False
12734;;Adaptador Universal Use Util;19,1744876564255;;;309;False
15224;7891200016174;Adesivo Instantâneo Universal Original Loctite Super Bonder Blister 3g;13,3600409331538;;;666;False
12363;7891200012572;Adesivo Instantâneo Universal Power Flex Loctite Super Bonder Blister 2g;25,8310417960639;;;333;False
7126;;Adocante Adocyl 100Ml;10,9731800300415;;;540;False
7127;;Adocante Assugrim 100Ml;34,1950147028595;;;163;False
7130;;Adocante Linea 25Ml Zero Stevia;3,97596549233775;;;873;False
7131;;Adocante Linea 30G Stevia C/50Un;14,609349194374;;;244;False
14284;7896001281707;Adocante Linea 75Ml Sucralose;23,9689530176953;;;254;False
10637;7896001210103;Adoçante Líquido Stevia Linea Caixa 60ml;21,4711074887835;;;59;False
13692;7896094916944;Adoçante Líquido Sucralose Adocyl Frasco 160ml;66,6046023888641;;;394;False
15327;7896001250611;Adoçante Líquido Sucralose Linea Caixa 25ml;25,4593825962542;;;996;False
10587;7896001215078;Adoçante Líquido Sucralose Linea Caixa 75ml;48,7734663898728;;;802;False
7132;;Adocante Zero Cal 100Ml;44,2361456053857;;;139;False
7135;;Adocante Zero Cal 200Ml;17,2747043360109;;;928;False
7136;;Adocante Zero Cal 40G Em Po;6,54953841531787;;;452;False
95;7898960166033;Agriao Un;1,84775496247331;;;942;False
15281;7898231755102;Agua Atibaia 500Ml;26,6110280413498;;;477;False
15333;7898641870204;Agua Bem Leve 1,5L Sem Gas;21,8554199204202;;;986;False
15335;7898906467125;Agua Bem Leve 510Ml Sem Gas;0,271534252069644;;;227;False
15334;7898641870334;Agua Bem Leve 5L;39,5965275045008;;;651;False
7552;7891025113911;Agua Bonafont 1,5L;8,45484594934379;;;323;False
7554;;Agua Bonafont 500Ml;37,7007821796634;;;336;False
13818;7898641870433;Agua Buona Vita 1,5L;12,3518772423962;;;534;False
13817;7898641870228;Agua Buona Vita 500Ml;4,63405388156129;;;966;False
12696;7894900521009;Água CRYSTAL Tangerina&Capim Limão 510ml;74,4772944591011;;;717;False
7924;7924;Agua Coco Ducoco 1L Tp;43,9039671268493;;;480;False
7558;;Agua Cristal 1,5;1,19091690810413;;;235;False
7545;;Agua Cristal 1,5L Com Gas;80,0785895611183;;;426;False
11562;7894900530421;Agua Cristal 300Ml Sem Gas;60,056120131501;;;156;False
7546;;Agua Cristal 500Ml Com Gas;14,7168550621903;;;969;False
7559;7559;Agua Cristal 500Ml Sem Gas;30,3799160138971;;;761;False
7560;;Agua Cristal 5L Sem Gas;40,7025511984094;;;223;False
14979;7894900520507;Agua Crystal Saborizada Pet 510Ml Limao;28,1188417489284;;;598;False
7925;;Agua De Coco Ducoco 200Ml;76,9445914358654;;;992;False
7926;;Agua De Coco Kero Coco 1L;23,0987298600582;;;897;False
7928;;Agua De Coco Mais Coco 1L;48,5528557484996;;;597;False
10872;;Agua De Colonia Bebe Vida 100Ml;23,1793864850556;;;959;False
13676;7891025114857;Agua Gas Bonafont 500Ml Abacaxi C/ Hort;2,3744657676154;;;654;False
13678;7891025114864;Agua Gas Bonafont 500Ml Limao;17,3705626698317;;;751;False
14622;7898099395885;Agua Gas Viv 510Ml Framboesa;2,86075123040359;;;309;False
14624;7898099395946;Agua Gas Viv 510Ml Laranja;2,53111003581593;;;564;False
14625;7898099395908;Agua Gas Viv 510Ml Lima-Limao;3,47330985622531;;;989;False
14623;7898099395977;Agua Gas Viv 510Ml Maca Verde;47,3855260128827;;;711;False
7537;;Agua Min Qualita 5Lt;5,26786919864683;;;836;False
11897;7898929280046;Agua Mineral Acquissima Pera 310Ml;44,589550309115;;;934;False
11903;7898929280091;Água Mineral Acquíssima Personnalité Garrafa 1,5L;34,8685404921312;;;305;False
11901;7898929280084;Água Mineral Acquíssima Sem Gás 500Ml;20,9923662356105;;;788;False
11900;7898646710024;Água Mineral Acquíssima  com Gás 500Ml;56,3584554869884;;;645;False
12399;7891025104780;Água Mineral BONAFONT Sport Garrafa 650ml;36,4927979573117;;;221;False
12402;7891025110217;Agua Mineral Bonafont 4,500Ml;2,46758270619733;;;510;False
14345;7908026900065;Agua Mineral Luxury 3L S/ Gas;16,8527184625149;;;355;False
15159;7896326100196;Agua Mineral Minalice 1500Ml;10,0097220277975;;;572;False
15157;7896326100202;Agua Mineral Minalice 500Ml;0,207534337775171;;;353;False
15158;7896326100059;Agua Mineral Minalice 5L;7,78685544916352;;;566;False
14508;7891025110941;Água Mineral Natural com Gás Bonafont Garrafa 500ml;73,14568099047;;;697;False
14026;7897395032388;Água Mineral Natural com Gás Petra Garrafa 510ml;16,2209504356481;;;208;False
13206;7896843200232;Água Mineral Natural sem Gás Bioleve Galão 6l;44,7740719501381;;;350;False
15487;7898386200045;Água Mineral Natural sem Gás Frescca Galão 5l;8,15941383353377;;;557;False
15486;7898386200106;Água Mineral Natural sem Gás Frescca Garrafa 1,5l;42,4202241422778;;;161;False
15488;7898386200083;Água Mineral Natural sem Gás Frescca Garrafa 510ml;22,0233046908796;;;565;False
12980;7896065810592;Água Mineral Natural sem Gás Minalba Galão 5l;18,774007022846;;;732;False
14022;7897395032302;Água Mineral Natural sem Gás Petra Garrafa 1,5l;45,6127481789957;;;161;False
14451;7897395032326;Água Mineral Natural sem Gás Petra Garrafa 510ml;33,3910714357363;;;974;False
7563;;Agua Nestle 1,5L Pureza Vital Sem Gaz;38,3221677458371;;;734;False
7564;;Agua Nestle 510Ml Pureza Vital Sem Gaz;36,7801662999442;;;124;False
9301;;Agua Oxig Farmax 90Ml 30V;2,50744309282613;;;36;False
9302;;Agua Oxig Farmax 90Ml 30Vl;41,522852705349;;;425;False
9304;7896902213487;Agua Oxigenada FARMAX Cremosa 40 Volumes 90ml;45,177331674305;;;460;False
9300;7896902213449;Agua Oxigenada Farmax 70Ml 20Vol;7,92400389307088;;;764;False
14023;7897395032364;Agua Petra 1,5L Com Gas;23,4543872618979;;;941;False
10088;7895000355266;Agua Qualita 1,5L C/ Gas;43,2343558695269;;;88;False
10072;7895000355235;Agua Qualita 1,5L S/ Gas;0,0425496219029519;;;48;False
10074;7895000355242;Agua Qualita 510Ml S/ Gas;23,3523138975559;;;161;False
15720;7894900521504;Água Saborizada com Gás Frutas Vermelhas Crystal Sabores Garrafa 510ml;2,77979387147917;;;797;False
11259;7894900520019;Água Saborizada com Gás Limão e Camomila Crystal Sparkling Lata 310ml;20,1065679945224;;;954;False
10403;;Agua San Bufalo 1L;11,2195191767105;;;855;False
10404;;Agua San Bufalo 2L-7895;76,1937055891485;;;56;False
10407;;Agua San Candida 1L;10,7279928422872;;;7;False
10408;;Agua San Candida 2L;7,44111050601293;;;672;False
10409;;Agua San Candida 5L;12,1519113284044;;;154;False
10411;;Agua San Daclor 2L;58,007013133847;;;88;False
10412;10412;Agua San Kileve 1L;86,0025157813542;;;925;False
10413;;Agua San Kileve 2L;1,68386943781264;;;542;False
10414;;Agua San Kileve 5L;55,1016120170278;;;813;False
11932;7895000330515;Agua San Qualita 1L;50,7877087268153;;;570;False
11935;7895000330522;Agua San Qualita 2L;3,09994281752476;;;805;False
13373;;Agua San Sanol 1L;32,0687092970965;;;549;False
13374;;Agua San Sanol 2L;25,2342657951161;;;846;False
15206;7893590504019;Agua San Stilo 1L;47,7829500258137;;;519;False
15525;7893590504132;Agua San Stilo 2L;1,98260336120715;;;534;False
13218;7896105500018;Água Sanitária Candura Frasco 1l;1,04455098715615;;;866;False
13217;7896105500094;Água Sanitária Candura Frasco 2l;11,0154061312045;;;978;False
15047;7896219700014;Água Sanitaria DACLOR 1L;19,7140063171037;;;319;False
15128;7896098904671;Água Sanitária YPÊ 1L;11,2120683287664;;;187;False
7750;;Agua Tonica Antartica 350Ml;15,1077376423636;;;79;False
15426;7896052607228;Água Tônica FYs Lata 350ml;19,2723103456686;;;820;False
7752;;Agua Tonica Schweppes 350Ml;0,141150812488954;;;394;False
14375;7894900310016;Água Tônica Schweppes Club Soda Lata 350ml;1,01788528592153;;;229;False
12107;7898917401095;Água de Coco COCO ICE 900ml;38,9432582967627;;;89;False
11955;7896828000482;Água de Coco Esterilizada Kero Coco Caixa 330ml;3,94295740216929;;;419;False
7934;7894321235226;Água de Coco Esterilizada Kero Coco Kids Caixa 200ml;36,1129819405972;;;93;False
14222;7896004401836;Água de Coco Esterilizada Mais Coco Caixa 200ml;37,1217464243799;;;182;False
14225;7896004400358;Água de Coco Esterilizada Sococo Caixa 200ml;25,8520510233685;;;593;False
15002;7894900614206;Água de Coco Manga Del Valle Caixa 200ml;46,5159197236322;;;366;False
14223;7896004401652;Água de Coco Maracujá Sococo Mais Caixa 200ml;12,3896355956022;;;633;False
11492;7898965156022;Água de Coco Pasteurizada Coco Like Garrafa 280ml;18,2094547139199;;;887;False
15444;7898965156015;Água de Coco Pasteurizada Coco Like Garrafa 900ml;7,70292603575755;;;345;False
14224;7896004401041;Água de Coco Tangerina Sococo Mais Caixa 200ml;18,7641471531466;;;795;False
12106;7898917401071;Água de Coco Verde Coco Ice 290ml;16,8398153960095;;;371;False
7475;;Aguard 51 Lata 350Ml;37,7499676237962;;;214;False
7534;;Aguard Corote 500Ml;0,709248537836769;;;555;False
7477;;Aguard Dobarril 500Ml;6,40009490090359;;;903;False
7478;;Aguard Pedra 90 500Ml Adocada;28,6569262635409;;;306;False
13801;7896273100027;Aguard Pirassununga 21 900Ml;29,1853860593749;;;800;False
7480;;Aguard Pirassununga 51 965Ml;82,9129225832237;;;509;False
7481;7481;Aguard Pitu 965Ml;8,73777248359006;;;417;False
7482;;Aguard Sao Francisco 970Ml;81,4379783293694;;;595;False
7483;;Aguard Velho Barreiro 600Ml;11,0313373815862;;;632;False
7484;;Aguard Velho Barreiro 910Ml;3,36560973904136;;;333;False
7494;;Aguard Velho Barreiro 910Ml Amarelo;3,70465044655483;;;366;False
7486;;Aguard Velho Barreiro 910Ml Limao;12,4373331037646;;;697;False
7487;;Aguard Villa Velha 600Ml C/Vasilhame;8,91590337589034;;;203;False
7488;7896273100034;Aguard Villa Velha 965Ml;49,7198043916247;;;281;False
13219;7897110000012;Aguardente CANINHA DA ROÇA 600ml;32,5566005807261;;;473;False
13179;7898906467286;Aguardente Corote Cana Boa 470Ml;54,5800767417982;;;880;False
14403;7896273100805;Aguardente Corote Nacional Limão Garrafa 500ml;72,1099488885067;;;328;False
7490;;Aguardente Pitu 350Ml;22,1780913411057;;;489;False
15288;7896607100372;Aguardente de Cana Adoçada Pitú Garrafa 600ml;36,1642376672744;;;310;False
14272;7896607100303;Aguardente de Cana Adoçada Pitú Lata 473ml;22,2844150230804;;;994;False
7391;7896383730152;Aguardente de Cana Prata Ypióca Garrafa 965ml;37,055165056049;;;167;False
11681;7896383700674;Aguardente de Cana Prata Ypióca Garrafa 965ml;57,1350952857929;;;232;False
13184;;Aguarras Bufalo 500Ml;46,3074354112886;;;844;False
12824;;Agulha P/ Fogao 2Un;13,3213252337155;;;628;False
12825;;Agulheiro Cesta Use Util 19Un;26,219496108485;;;577;False
5468;;Aji Sal 100G Frasco;15,0664117692731;;;67;False
5469;;Aji Sal 250 Sache;5,66126974398109;;;134;False
5470;5470;Aji Sal 500G Churrasco;18,146282206444;;;197;False
5471;;Ajinomoto 100G Pote;1,66201205202914;;;929;False
9;;Alcatra Kg;10,6151148291059;;;254;False
10;;Alcatra Peca;48,9370490710359;;;817;False
15215;7896090704804;Álcool 46º Zumbi 1l;0,817188475770132;;;445;False
10329;;Alcool Acendedor Tupi 425G Gel;69,0141287096641;;;319;False
10330;;Alcool Acendedor Zulu 500G;52,3757541317694;;;457;False
15244;7899674030450;Alcool Aerosol Super Dom 400Ml 70%;86,4306762663046;;;281;False
15474;7898650860869;Alcool Bacterecida 500Ml 46,2°;19,4794778749041;;;469;False
10334;;Alcool Coperalcool 1L 46,2°;22,0353990189897;;;96;False
10335;;Alcool Coperalcool 1L Eucalipto 46°;3,97159613168353;;;810;False
10336;;Alcool Coperalcool 500Ml 46°;3,36906275983318;;;31;False
10337;10337;Alcool Coperalcool 500Ml Eucalipto;6,45345128406892;;;898;False
15235;7898644213367;Alcool Em Gel New Beauty 500Ml 70*;47,6440134161324;;;219;False
15220;7896902285187;Álcool Farmax 100Ml 70°Inpm Gel;4,42144519868518;;;491;False
10778;7897534812673;Álcool Gel ASSEPTGEL 70% 420g;7,97650235794274;;;411;False
15253;7898944856110;Álcool Gel Safra 500ml 70Inpm Bactericida;51,0042483201798;;;374;False
15216;7896090704316;Alcool Liq Zulu 1L 70Inpm;3,29097333739022;;;94;False
11867;7895000334223;Alcool Qualita 1L 46°;7,61200931817409;;;286;False
15217;7898910095185;Álcool TUPI Tradicional 46,2º Líquido 1L;87,1795346335378;;;149;False
10345;;Alcool Tupi 500G Em Gel 46,2;15,3852293872482;;;836;False
10346;;Alcool Tupi 500Ml 46,2°;31,2832631956701;;;218;False
15170;7896090704545;Álcool em Gel 70º INPM Clássico Coperalcool Bacfree Squeeze 500g;4,04356935332707;;;798;False
15210;7898567703686;Álcool em Gel 70º INPM Myhealth Squeeze 50g;1,11602731924984;;;268;False
10031;7898960166057;Alecrim;19,1544385971014;;;826;False
14395;7898936093189;Alecrim Semeador 20G;56,3438057934092;;;148;False
5311;;Alecrin Cordeiro 10G;7,08217529776413;;;701;False
65;7898960166064;Alface Americana Un;68,798783824673;;;557;False
329;;Alface Crespa Hidroponica Un;4,87369839986641;;;105;False
63;7898960166019;Alface Crespa Un;31,2648476179156;;;935;False
64;7898960166118;Alface Lisa Un;12,6198219664588;;;970;False
12277;7898960166125;Alface Mimosa Un;2,27960918416979;;;420;False
12276;7898960166149;Alface Mix Un;64,9674766266237;;;137;False
208;208;Alface Roxa Un;31,3387385075371;;;752;False
12299;7898960166187;Alface Trio Un;24,6051046557863;;;516;False
9268;;Algodao Apolo 25G Caixa;54,1522055648705;;;612;False
9270;9270;Algodao Apolo 50G Bolas Brancas;1,26376899414171;;;446;False
9272;;Algodao Apolo 50G Caixa;2,85249177560024;;;387;False
13377;;Algodao  Dr Fraldinha 50G Bola;10,3956620363609;;;898;False
9279;;Algodao York 25G;24,9771990965131;;;178;False
10437;7896235353133;Algodão em Rolo York Caixa 25g;33,9554937118193;;;614;False
11;;Alho Agranel;5,43126676804969;;;329;False
14335;7898936093110;Alho Cebola E Salsa Semeador 30G;80,9591181468359;;;927;False
9043;;Alho Cordeiro 100G;76,5923392114334;;;896;False
9044;;Alho Cordeiro 200G;29,2825891390053;;;299;False
5443;;Alho Frito Cordeiro 30G S/ Sal;54,9409708270064;;;712;False
13378;;Alho Kitano 30G Granulado;77,2899682741082;;;930;False
362;7898228410410;Alho Pct 1Kg;21,0396558172137;;;376;False
10919;7891480005332;Alho Picado 200G Cheiro Ervas;27,3204455885889;;;135;False
10920;7891480005448;Alho Picado 400G Cheiro Ervas;34,3485204858878;;;793;False
5444;;Alho Picado Cordeiro 200G S Sal;42,0706245692215;;;209;False
5445;;Alho Picado Cordeiro 400G S  Sal;45,108744498766;;;63;False
14214;606529358280;Alho Picado Flavors Minas 1Kg S/ Sal;5,90136857425062;;;303;False
14211;606529358273;Alho Picado Flavors Minas 500G S/ Sal;7,08207889544816;;;219;False
5446;;Alho Picado Sabor Arte 200G S Sal;9,94802397187929;;;473;False
5447;;Alho Picado Sabor Arte 400G S Sal;2,57117222655686;;;259;False
12275;7898960166194;Alho Poró;13,0633696520847;;;317;False
8269;;Alicate Cuticula Mundial Ref 522 Aco;7,83631335954098;;;213;False
12878;;Alicate De Bico Chato Catuai;7,31428962888261;;;185;False
12879;;Alicate De Corte Catuai;31,7295188759661;;;487;False
8273;8273;Alicate Merheje Basic Rosa+Espatula;1,1068145291182;;;106;False
12836;12836;Alicate Universal Use Util;26,6972971290976;;;158;False
7183;;Alim Inf Nestle 115G Carne,Leg,Mand;1,48783213202418;;;156;False
7184;7184;Alim Inf Nestle 115G Leg,Carne;7,04359988486591;;;415;False
7185;;Alim Inf Nestle 115G Mac,Carne,Leg;6,41899413521978;;;813;False
7186;;Alim Inf Nestle 115G Peito De Frango, Le;37,1392578763916;;;865;False
13379;;Alim Inf Nestle 120G Ameixa;24,0513286519389;;;0;False
7181;;Alim Inf Nestle 120G Banana E Aveia;4,53086274599953;;;682;False
7187;;Alim Inf Nestle 120G Frutas;24,3097610261282;;;751;False
13380;;Alim Inf Nestle 170G Fgo Leg;2,66782643896113;;;353;False
12897;;Alim Passaro Forte 500G Alpiste;0,0649663006520902;;;929;False
12898;12898;Alim Passaro Forte 500G Canario;28,6161430188612;;;706;False
12899;;Alim Passaro Forte 500G Girasol Graudo;13,574706425246;;;491;False
11668;7898329495835;Alim Passaro Forte 500G Girasol Miudo;46,8899449084305;;;644;False
12900;;Alim Passaro Forte 500G Granulada Fina;39,5758338470044;;;906;False
12907;;Alim Passaro Forte 500G Oleosa C/Frutas;44,0990586200717;;;443;False
12901;;Alim Passaro Forte 500G Painco;5,59143887204891;;;131;False
12903;;Alim Passaro Forte 500G Periquitos;0,486927644485081;;;725;False
12904;7898329491721;Alim Passaro Forte 500G Pixarro;74,0824240267109;;;137;False
